future_timepoint,intervention,difference_in_distance,intervention_name
2025-10-01,status_quo_vs_improved_surveillance,-0.06410598754882812,improved surveillance
2026-01-01,status_quo_vs_improved_surveillance,0.38153743743896484,improved surveillance
2026-04-01,status_quo_vs_improved_surveillance,-0.10429573059082209,improved surveillance
2026-07-01,status_quo_vs_improved_surveillance,0.09080219268798828,improved surveillance
2026-10-01,status_quo_vs_improved_surveillance,0.4074568748474121,improved surveillance
2027-01-01,status_quo_vs_improved_surveillance,0.3961029052734375,improved surveillance
2027-04-01,status_quo_vs_improved_surveillance,0.41277122497558594,improved surveillance
2027-07-01,status_quo_vs_improved_surveillance,-0.8451776504516602,improved surveillance
2027-10-01,status_quo_vs_improved_surveillance,2.336338520050049,improved surveillance
2028-01-01,status_quo_vs_improved_surveillance,-0.37935543060302734,improved surveillance
2028-04-01,status_quo_vs_improved_surveillance,4.211427688598631,improved surveillance
2028-07-01,status_quo_vs_improved_surveillance,-0.10281229019165039,improved surveillance
2028-10-01,status_quo_vs_improved_surveillance,0.047565460205078125,improved surveillance
2029-01-01,status_quo_vs_improved_surveillance,0.5707998275756818,improved surveillance
2029-04-01,status_quo_vs_improved_surveillance,0.9183864593505859,improved surveillance
2029-07-01,status_quo_vs_improved_surveillance,-0.0451202392578125,improved surveillance
2029-10-01,status_quo_vs_improved_surveillance,0.06732225418090731,improved surveillance
2030-01-01,status_quo_vs_improved_surveillance,-0.19279766082763583,improved surveillance
2030-04-01,status_quo_vs_improved_surveillance,-0.554112434387207,improved surveillance
2030-07-01,status_quo_vs_improved_surveillance,-0.8121294975280762,improved surveillance
2030-10-01,status_quo_vs_improved_surveillance,1.2864165306091309,improved surveillance
2031-01-01,status_quo_vs_improved_surveillance,-0.027883529663085938,improved surveillance
2031-04-01,status_quo_vs_improved_surveillance,-0.2567405700683594,improved surveillance
2031-07-01,status_quo_vs_improved_surveillance,1.386080265045166,improved surveillance
2031-10-01,status_quo_vs_improved_surveillance,0.9725198745727539,improved surveillance
2032-01-01,status_quo_vs_improved_surveillance,-0.2706441879272461,improved surveillance
2032-04-01,status_quo_vs_improved_surveillance,4.4408464431762695,improved surveillance
2032-07-01,status_quo_vs_improved_surveillance,0.2941575050354004,improved surveillance
2032-10-01,status_quo_vs_improved_surveillance,1.0351920127868652,improved surveillance
2033-01-01,status_quo_vs_improved_surveillance,0.027265548706054688,improved surveillance
2033-04-01,status_quo_vs_improved_surveillance,0.7329769134521484,improved surveillance
2033-07-01,status_quo_vs_improved_surveillance,0.2037363052368164,improved surveillance
2033-10-01,status_quo_vs_improved_surveillance,0.17969131469726562,improved surveillance
2034-01-01,status_quo_vs_improved_surveillance,0.48561477661132724,improved surveillance
2034-04-01,status_quo_vs_improved_surveillance,-0.32338953018188477,improved surveillance
2034-07-01,status_quo_vs_improved_surveillance,-0.21951055526733398,improved surveillance
2034-10-01,status_quo_vs_improved_surveillance,-0.8496708869934082,improved surveillance
2035-01-01,status_quo_vs_improved_surveillance,0.026355743408203125,improved surveillance
2035-04-01,status_quo_vs_improved_surveillance,4.497848510742187,improved surveillance
2035-07-01,status_quo_vs_improved_surveillance,0.4642009735107422,improved surveillance
2035-10-01,status_quo_vs_improved_surveillance,0.11956930160522461,improved surveillance
2036-01-01,status_quo_vs_improved_surveillance,-0.2631525993347168,improved surveillance
2036-04-01,status_quo_vs_improved_surveillance,0.5928773880004883,improved surveillance
2036-07-01,status_quo_vs_improved_surveillance,0.5047039985656738,improved surveillance
2036-10-01,status_quo_vs_improved_surveillance,0.028056621551513672,improved surveillance
2037-01-01,status_quo_vs_improved_surveillance,-0.15096330642700195,improved surveillance
2037-04-01,status_quo_vs_improved_surveillance,-0.2811450958251953,improved surveillance
2037-07-01,status_quo_vs_improved_surveillance,0.23563194274902344,improved surveillance
2037-10-01,status_quo_vs_improved_surveillance,-0.4896068572998047,improved surveillance
2038-01-01,status_quo_vs_improved_surveillance,0.5726804733276367,improved surveillance
2038-04-01,status_quo_vs_improved_surveillance,0.1284770965576172,improved surveillance
2038-07-01,status_quo_vs_improved_surveillance,0.367584228515625,improved surveillance
2038-10-01,status_quo_vs_improved_surveillance,0.040814876556395596,improved surveillance
2039-01-01,status_quo_vs_improved_surveillance,0.37862491607666016,improved surveillance
2039-04-01,status_quo_vs_improved_surveillance,0.36552143096923917,improved surveillance
2039-07-01,status_quo_vs_improved_surveillance,0.6213293075561523,improved surveillance
2039-10-01,status_quo_vs_improved_surveillance,0.25394678115844727,improved surveillance
2040-01-01,status_quo_vs_improved_surveillance,-0.3746957778930664,improved surveillance
2040-04-01,status_quo_vs_improved_surveillance,-0.05134296417236328,improved surveillance
2040-07-01,status_quo_vs_improved_surveillance,-0.1580362319946289,improved surveillance
2040-10-01,status_quo_vs_improved_surveillance,0.7275876998901367,improved surveillance
2017-10-01,status_quo_vs_improved_vaccine_and_surveillance,3.0986366271972656,improved vaccine and surveillance
2018-01-01,status_quo_vs_improved_vaccine_and_surveillance,0.4232816696166992,improved vaccine and surveillance
2018-04-01,status_quo_vs_improved_vaccine_and_surveillance,0.22359895706176758,improved vaccine and surveillance
2018-07-01,status_quo_vs_improved_vaccine_and_surveillance,0.9977524280548096,improved vaccine and surveillance
2018-10-01,status_quo_vs_improved_vaccine_and_surveillance,1.450711727142334,improved vaccine and surveillance
2019-01-01,status_quo_vs_improved_vaccine_and_surveillance,0.7539215087890625,improved vaccine and surveillance
2019-04-01,status_quo_vs_improved_vaccine_and_surveillance,1.0981440544128418,improved vaccine and surveillance
2019-07-01,status_quo_vs_improved_vaccine_and_surveillance,1.0699143409728995,improved vaccine and surveillance
2019-10-01,status_quo_vs_improved_vaccine_and_surveillance,0.3017587661743164,improved vaccine and surveillance
2020-01-01,status_quo_vs_improved_vaccine_and_surveillance,1.9779319763183594,improved vaccine and surveillance
2020-04-01,status_quo_vs_improved_vaccine_and_surveillance,4.259396553039551,improved vaccine and surveillance
2020-07-01,status_quo_vs_improved_vaccine_and_surveillance,1.4033756256103516,improved vaccine and surveillance
2020-10-01,status_quo_vs_improved_vaccine_and_surveillance,2.2745609283447266,improved vaccine and surveillance
2021-01-01,status_quo_vs_improved_vaccine_and_surveillance,2.83756160736084,improved vaccine and surveillance
2021-04-01,status_quo_vs_improved_vaccine_and_surveillance,1.3789310455322266,improved vaccine and surveillance
2021-07-01,status_quo_vs_improved_vaccine_and_surveillance,1.9816513061523438,improved vaccine and surveillance
2021-10-01,status_quo_vs_improved_vaccine_and_surveillance,0.8088335990905753,improved vaccine and surveillance
2022-01-01,status_quo_vs_improved_vaccine_and_surveillance,1.875537395477295,improved vaccine and surveillance
2022-04-01,status_quo_vs_improved_vaccine_and_surveillance,1.7286391258239755,improved vaccine and surveillance
2022-07-01,status_quo_vs_improved_vaccine_and_surveillance,2.3797450065612793,improved vaccine and surveillance
2022-10-01,status_quo_vs_improved_vaccine_and_surveillance,1.9276480674743652,improved vaccine and surveillance
2023-01-01,status_quo_vs_improved_vaccine_and_surveillance,1.8244247436523438,improved vaccine and surveillance
2023-04-01,status_quo_vs_improved_vaccine_and_surveillance,2.7114171981811523,improved vaccine and surveillance
2023-07-01,status_quo_vs_improved_vaccine_and_surveillance,0.6468658447265625,improved vaccine and surveillance
2023-10-01,status_quo_vs_improved_vaccine_and_surveillance,3.6879653930664062,improved vaccine and surveillance
2024-01-01,status_quo_vs_improved_vaccine_and_surveillance,1.9743494987487793,improved vaccine and surveillance
2024-04-01,status_quo_vs_improved_vaccine_and_surveillance,0.1884779930114746,improved vaccine and surveillance
2024-07-01,status_quo_vs_improved_vaccine_and_surveillance,1.273911476135254,improved vaccine and surveillance
2024-10-01,status_quo_vs_improved_vaccine_and_surveillance,3.117645263671875,improved vaccine and surveillance
2025-01-01,status_quo_vs_improved_vaccine_and_surveillance,2.9281325340270996,improved vaccine and surveillance
2025-04-01,status_quo_vs_improved_vaccine_and_surveillance,2.1098461151123047,improved vaccine and surveillance
2025-07-01,status_quo_vs_improved_vaccine_and_surveillance,0.9296445846557608,improved vaccine and surveillance
2025-10-01,status_quo_vs_improved_vaccine_and_surveillance,0.18066692352294922,improved vaccine and surveillance
2026-01-01,status_quo_vs_improved_vaccine_and_surveillance,1.2552471160888672,improved vaccine and surveillance
2026-04-01,status_quo_vs_improved_vaccine_and_surveillance,6.069917678833008,improved vaccine and surveillance
2026-07-01,status_quo_vs_improved_vaccine_and_surveillance,7.479875802993774,improved vaccine and surveillance
2026-10-01,status_quo_vs_improved_vaccine_and_surveillance,1.4993805885314941,improved vaccine and surveillance
2027-01-01,status_quo_vs_improved_vaccine_and_surveillance,-0.16629981994628906,improved vaccine and surveillance
2027-04-01,status_quo_vs_improved_vaccine_and_surveillance,3.235731601715088,improved vaccine and surveillance
2027-07-01,status_quo_vs_improved_vaccine_and_surveillance,-0.4937558174133292,improved vaccine and surveillance
2027-10-01,status_quo_vs_improved_vaccine_and_surveillance,2.2321643829345703,improved vaccine and surveillance
2028-01-01,status_quo_vs_improved_vaccine_and_surveillance,5.03588342666626,improved vaccine and surveillance
2028-04-01,status_quo_vs_improved_vaccine_and_surveillance,6.157119750976561,improved vaccine and surveillance
2028-07-01,status_quo_vs_improved_vaccine_and_surveillance,0.6450767517089844,improved vaccine and surveillance
2028-10-01,status_quo_vs_improved_vaccine_and_surveillance,2.7835726737976074,improved vaccine and surveillance
2029-01-01,status_quo_vs_improved_vaccine_and_surveillance,2.75610303878784,improved vaccine and surveillance
2029-04-01,status_quo_vs_improved_vaccine_and_surveillance,3.3330202102661133,improved vaccine and surveillance
2029-07-01,status_quo_vs_improved_vaccine_and_surveillance,1.3594012260437012,improved vaccine and surveillance
2029-10-01,status_quo_vs_improved_vaccine_and_surveillance,0.7416620254516602,improved vaccine and surveillance
2030-01-01,status_quo_vs_improved_vaccine_and_surveillance,2.0078072547912598,improved vaccine and surveillance
2030-04-01,status_quo_vs_improved_vaccine_and_surveillance,1.7576231956481934,improved vaccine and surveillance
2030-07-01,status_quo_vs_improved_vaccine_and_surveillance,1.9302573204040527,improved vaccine and surveillance
2030-10-01,status_quo_vs_improved_vaccine_and_surveillance,2.3484339714050293,improved vaccine and surveillance
2031-01-01,status_quo_vs_improved_vaccine_and_surveillance,2.044156551361084,improved vaccine and surveillance
2031-04-01,status_quo_vs_improved_vaccine_and_surveillance,0.007320880889892578,improved vaccine and surveillance
2031-07-01,status_quo_vs_improved_vaccine_and_surveillance,2.2597060203552246,improved vaccine and surveillance
2031-10-01,status_quo_vs_improved_vaccine_and_surveillance,4.295663356781006,improved vaccine and surveillance
2032-01-01,status_quo_vs_improved_vaccine_and_surveillance,4.638113021850586,improved vaccine and surveillance
2032-04-01,status_quo_vs_improved_vaccine_and_surveillance,8.180177688598633,improved vaccine and surveillance
2032-07-01,status_quo_vs_improved_vaccine_and_surveillance,0.8322277069091797,improved vaccine and surveillance
2032-10-01,status_quo_vs_improved_vaccine_and_surveillance,2.15981388092041,improved vaccine and surveillance
2033-01-01,status_quo_vs_improved_vaccine_and_surveillance,1.091158390045166,improved vaccine and surveillance
2033-04-01,status_quo_vs_improved_vaccine_and_surveillance,0.971562385559082,improved vaccine and surveillance
2033-07-01,status_quo_vs_improved_vaccine_and_surveillance,2.3586254119873047,improved vaccine and surveillance
2033-10-01,status_quo_vs_improved_vaccine_and_surveillance,3.9059219360351562,improved vaccine and surveillance
2034-01-01,status_quo_vs_improved_vaccine_and_surveillance,1.3590025901794434,improved vaccine and surveillance
2034-04-01,status_quo_vs_improved_vaccine_and_surveillance,1.8647494316101074,improved vaccine and surveillance
2034-07-01,status_quo_vs_improved_vaccine_and_surveillance,0.8930740356445312,improved vaccine and surveillance
2034-10-01,status_quo_vs_improved_vaccine_and_surveillance,0.9849681854248047,improved vaccine and surveillance
2035-01-01,status_quo_vs_improved_vaccine_and_surveillance,4.046270847320557,improved vaccine and surveillance
2035-04-01,status_quo_vs_improved_vaccine_and_surveillance,4.998194694519043,improved vaccine and surveillance
2035-07-01,status_quo_vs_improved_vaccine_and_surveillance,1.0224099159240723,improved vaccine and surveillance
2035-10-01,status_quo_vs_improved_vaccine_and_surveillance,0.9584388732910156,improved vaccine and surveillance
2036-01-01,status_quo_vs_improved_vaccine_and_surveillance,1.0129585266113281,improved vaccine and surveillance
2036-04-01,status_quo_vs_improved_vaccine_and_surveillance,1.9199557304382315,improved vaccine and surveillance
2036-07-01,status_quo_vs_improved_vaccine_and_surveillance,0.5670933723449707,improved vaccine and surveillance
2036-10-01,status_quo_vs_improved_vaccine_and_surveillance,-0.07315969467163086,improved vaccine and surveillance
2037-01-01,status_quo_vs_improved_vaccine_and_surveillance,0.38271522521972656,improved vaccine and surveillance
2037-04-01,status_quo_vs_improved_vaccine_and_surveillance,-0.6918292045593262,improved vaccine and surveillance
2037-07-01,status_quo_vs_improved_vaccine_and_surveillance,4.6576759815216064,improved vaccine and surveillance
2037-10-01,status_quo_vs_improved_vaccine_and_surveillance,4.091720819473267,improved vaccine and surveillance
2038-01-01,status_quo_vs_improved_vaccine_and_surveillance,0.3241891860961914,improved vaccine and surveillance
2038-04-01,status_quo_vs_improved_vaccine_and_surveillance,0.13252687454223633,improved vaccine and surveillance
2038-07-01,status_quo_vs_improved_vaccine_and_surveillance,2.5010879039764404,improved vaccine and surveillance
2038-10-01,status_quo_vs_improved_vaccine_and_surveillance,2.4917807579040527,improved vaccine and surveillance
2039-01-01,status_quo_vs_improved_vaccine_and_surveillance,0.9607419967651367,improved vaccine and surveillance
2039-04-01,status_quo_vs_improved_vaccine_and_surveillance,0.5703744888305673,improved vaccine and surveillance
2039-07-01,status_quo_vs_improved_vaccine_and_surveillance,1.4098467826843262,improved vaccine and surveillance
2039-10-01,status_quo_vs_improved_vaccine_and_surveillance,0.7599544525146484,improved vaccine and surveillance
2040-01-01,status_quo_vs_improved_vaccine_and_surveillance,-1.540867805480957,improved vaccine and surveillance
2040-04-01,status_quo_vs_improved_vaccine_and_surveillance,2.1733603477478027,improved vaccine and surveillance
2040-07-01,status_quo_vs_improved_vaccine_and_surveillance,5.4986958503723145,improved vaccine and surveillance
2040-10-01,status_quo_vs_improved_vaccine_and_surveillance,5.899815320968628,improved vaccine and surveillance
