future_timepoint	intervention	difference_in_total_absolute_forecast_error	intervention_name
2030-07-01	status_quo_vs_improved_vaccine	86.8854115287959	improved vaccine
2030-10-01	status_quo_vs_improved_vaccine	30.18623539762605	improved vaccine
2031-01-01	status_quo_vs_improved_vaccine	-3.76997974367762	improved vaccine
2031-04-01	status_quo_vs_improved_vaccine	40.997835948966454	improved vaccine
2031-07-01	status_quo_vs_improved_vaccine	41.183820287394866	improved vaccine
2031-10-01	status_quo_vs_improved_vaccine	-79.69994223241939	improved vaccine
2032-01-01	status_quo_vs_improved_vaccine	1.7338538493605142	improved vaccine
2032-04-01	status_quo_vs_improved_vaccine	109.17113689361493	improved vaccine
2032-07-01	status_quo_vs_improved_vaccine	-18.734481434602095	improved vaccine
2032-10-01	status_quo_vs_improved_vaccine	36.73533393989089	improved vaccine
2033-01-01	status_quo_vs_improved_vaccine	8.040493772540088	improved vaccine
2033-04-01	status_quo_vs_improved_vaccine	51.209622284879245	improved vaccine
2033-07-01	status_quo_vs_improved_vaccine	16.06706057933649	improved vaccine
2033-10-01	status_quo_vs_improved_vaccine	-17.838541779365805	improved vaccine
2034-01-01	status_quo_vs_improved_vaccine	-24.894945576364353	improved vaccine
2034-04-01	status_quo_vs_improved_vaccine	46.662035988166494	improved vaccine
2034-07-01	status_quo_vs_improved_vaccine	-1.1336174650351438	improved vaccine
2034-10-01	status_quo_vs_improved_vaccine	-93.47162346694603	improved vaccine
2035-01-01	status_quo_vs_improved_vaccine	70.36349972028226	improved vaccine
2035-04-01	status_quo_vs_improved_vaccine	79.962843990366	improved vaccine
2035-07-01	status_quo_vs_improved_vaccine	-6.121230204330338	improved vaccine
2036-10-01	status_quo_vs_improved_vaccine	-5.610238022227488	improved vaccine
2037-01-01	status_quo_vs_improved_vaccine	-27.45935451386884	improved vaccine
2037-04-01	status_quo_vs_improved_vaccine	-32.119889357923284	improved vaccine
2037-07-01	status_quo_vs_improved_vaccine	36.71194095307172	improved vaccine
2037-10-01	status_quo_vs_improved_vaccine	101.97458317138637	improved vaccine
2038-01-01	status_quo_vs_improved_vaccine	-21.85244220432745	improved vaccine
2038-04-01	status_quo_vs_improved_vaccine	-45.08794224263741	improved vaccine
2038-07-01	status_quo_vs_improved_vaccine	31.694058115108827	improved vaccine
2038-10-01	status_quo_vs_improved_vaccine	88.68360483705672	improved vaccine
2039-01-01	status_quo_vs_improved_vaccine	-22.900601619228695	improved vaccine
2039-04-01	status_quo_vs_improved_vaccine	6.292079702448671	improved vaccine
2039-07-01	status_quo_vs_improved_vaccine	67.48775161799111	improved vaccine
2017-10-01	status_quo_vs_improved_surveillance	-1.318323389490935	improved surveillance
2018-01-01	status_quo_vs_improved_surveillance	33.11113459602579	improved surveillance
2018-04-01	status_quo_vs_improved_surveillance	9.897299334556129	improved surveillance
2018-07-01	status_quo_vs_improved_surveillance	-0.8745152264747116	improved surveillance
2018-10-01	status_quo_vs_improved_surveillance	-3.6053180707443104	improved surveillance
2020-01-01	status_quo_vs_improved_surveillance	10.455648665335858	improved surveillance
2020-04-01	status_quo_vs_improved_surveillance	5.33640885661544	improved surveillance
2020-07-01	status_quo_vs_improved_surveillance	-9.63895171073583	improved surveillance
2020-10-01	status_quo_vs_improved_surveillance	-8.76327557542215	improved surveillance
2021-01-01	status_quo_vs_improved_surveillance	12.805790001875529	improved surveillance
2021-04-01	status_quo_vs_improved_surveillance	-10.326297617628047	improved surveillance
2021-07-01	status_quo_vs_improved_surveillance	19.019762983924647	improved surveillance
2021-10-01	status_quo_vs_improved_surveillance	44.55124634906192	improved surveillance
2022-01-01	status_quo_vs_improved_surveillance	-1.0043958380936289	improved surveillance
2022-04-01	status_quo_vs_improved_surveillance	15.116816311730002	improved surveillance
2022-07-01	status_quo_vs_improved_surveillance	16.434960378376076	improved surveillance
2022-10-01	status_quo_vs_improved_surveillance	18.099223001431177	improved surveillance
2023-01-01	status_quo_vs_improved_surveillance	-13.40646826701468	improved surveillance
2023-04-01	status_quo_vs_improved_surveillance	1.3000638953518697	improved surveillance
2023-07-01	status_quo_vs_improved_surveillance	18.466562293873	improved surveillance
2024-01-01	status_quo_vs_improved_surveillance	50.448710374809735	improved surveillance
2024-07-01	status_quo_vs_improved_surveillance	15.954941467225822	improved surveillance
2024-10-01	status_quo_vs_improved_surveillance	-49.00834217315249	improved surveillance
2025-01-01	status_quo_vs_improved_surveillance	5.4088631938307685	improved surveillance
2025-04-01	status_quo_vs_improved_surveillance	11.377926831518852	improved surveillance
2025-07-01	status_quo_vs_improved_surveillance	-1.8103569303455984	improved surveillance
2025-10-01	status_quo_vs_improved_surveillance	3.8614343079042754	improved surveillance
2026-01-01	status_quo_vs_improved_surveillance	12.701411467264606	improved surveillance
2026-04-01	status_quo_vs_improved_surveillance	-84.82479092200579	improved surveillance
2026-07-01	status_quo_vs_improved_surveillance	-0.449859732280693	improved surveillance
2026-10-01	status_quo_vs_improved_surveillance	18.542957486420313	improved surveillance
2027-01-01	status_quo_vs_improved_surveillance	27.286660123528545	improved surveillance
2027-04-01	status_quo_vs_improved_surveillance	-7.6335384478185375	improved surveillance
2027-07-01	status_quo_vs_improved_surveillance	7.543940992651589	improved surveillance
2027-10-01	status_quo_vs_improved_surveillance	-54.457763207901664	improved surveillance
2028-01-01	status_quo_vs_improved_surveillance	-2.958775967703872	improved surveillance
2028-04-01	status_quo_vs_improved_surveillance	65.63567310502087	improved surveillance
2028-07-01	status_quo_vs_improved_surveillance	-18.033551517654992	improved surveillance
2028-10-01	status_quo_vs_improved_surveillance	-15.838422897076725	improved surveillance
2029-01-01	status_quo_vs_improved_surveillance	-21.304042849319618	improved surveillance
2029-04-01	status_quo_vs_improved_surveillance	28.359949525188853	improved surveillance
2029-07-01	status_quo_vs_improved_surveillance	-22.85873418730612	improved surveillance
2029-10-01	status_quo_vs_improved_surveillance	-23.4622667599522	improved surveillance
2030-01-01	status_quo_vs_improved_surveillance	30.11575289769668	improved surveillance
2030-04-01	status_quo_vs_improved_surveillance	3.0366786587555588	improved surveillance
2030-07-01	status_quo_vs_improved_surveillance	56.49747873349263	improved surveillance
2030-10-01	status_quo_vs_improved_surveillance	31.17981576802473	improved surveillance
2031-01-01	status_quo_vs_improved_surveillance	6.229535961383771	improved surveillance
2031-04-01	status_quo_vs_improved_surveillance	-15.255779000233495	improved surveillance
2031-07-01	status_quo_vs_improved_surveillance	7.738031256596038	improved surveillance
2031-10-01	status_quo_vs_improved_surveillance	13.554451714688762	improved surveillance
2032-01-01	status_quo_vs_improved_surveillance	-77.78298498006052	improved surveillance
2032-04-01	status_quo_vs_improved_surveillance	106.091745584107	improved surveillance
2032-07-01	status_quo_vs_improved_surveillance	-2.6777321248254005	improved surveillance
2032-10-01	status_quo_vs_improved_surveillance	23.98946831741881	improved surveillance
2033-01-01	status_quo_vs_improved_surveillance	6.15758742469696	improved surveillance
2033-04-01	status_quo_vs_improved_surveillance	69.29527650851897	improved surveillance
2033-07-01	status_quo_vs_improved_surveillance	-28.754249778162716	improved surveillance
2033-10-01	status_quo_vs_improved_surveillance	9.841896713034611	improved surveillance
2034-01-01	status_quo_vs_improved_surveillance	2.46127077896611	improved surveillance
2034-04-01	status_quo_vs_improved_surveillance	21.235334486969563	improved surveillance
2034-07-01	status_quo_vs_improved_surveillance	38.38993584061767	improved surveillance
2034-10-01	status_quo_vs_improved_surveillance	-27.212503648076197	improved surveillance
2035-01-01	status_quo_vs_improved_surveillance	12.44769066678981	improved surveillance
2035-04-01	status_quo_vs_improved_surveillance	106.24855071772113	improved surveillance
2035-07-01	status_quo_vs_improved_surveillance	5.500127339087243	improved surveillance
2036-10-01	status_quo_vs_improved_surveillance	0.3603594327580417	improved surveillance
2037-01-01	status_quo_vs_improved_surveillance	-31.70674552257163	improved surveillance
2037-04-01	status_quo_vs_improved_surveillance	60.46314151157554	improved surveillance
2037-07-01	status_quo_vs_improved_surveillance	9.874681035358428	improved surveillance
2037-10-01	status_quo_vs_improved_surveillance	14.181764531409485	improved surveillance
2038-01-01	status_quo_vs_improved_surveillance	1.7109348955145203	improved surveillance
2038-04-01	status_quo_vs_improved_surveillance	-5.991888493866682	improved surveillance
2038-07-01	status_quo_vs_improved_surveillance	1.3188946954514478	improved surveillance
2038-10-01	status_quo_vs_improved_surveillance	42.06907737383493	improved surveillance
2039-01-01	status_quo_vs_improved_surveillance	-2.505909165373481	improved surveillance
2039-04-01	status_quo_vs_improved_surveillance	28.76076381360686	improved surveillance
2039-07-01	status_quo_vs_improved_surveillance	22.60542749504245	improved surveillance
2017-10-01	status_quo_vs_improved_vaccine_and_surveillance	47.641795857197664	improved vaccine and surveillance
2018-01-01	status_quo_vs_improved_vaccine_and_surveillance	27.160026394691144	improved vaccine and surveillance
2018-04-01	status_quo_vs_improved_vaccine_and_surveillance	-8.255702101919741	improved vaccine and surveillance
2018-07-01	status_quo_vs_improved_vaccine_and_surveillance	9.29590010315674	improved vaccine and surveillance
2018-10-01	status_quo_vs_improved_vaccine_and_surveillance	26.089134879416385	improved vaccine and surveillance
2020-01-01	status_quo_vs_improved_vaccine_and_surveillance	0.23623078494037486	improved vaccine and surveillance
2020-04-01	status_quo_vs_improved_vaccine_and_surveillance	-20.66876938851754	improved vaccine and surveillance
2020-07-01	status_quo_vs_improved_vaccine_and_surveillance	-16.09921351703116	improved vaccine and surveillance
2020-10-01	status_quo_vs_improved_vaccine_and_surveillance	-15.77522752721513	improved vaccine and surveillance
2021-01-01	status_quo_vs_improved_vaccine_and_surveillance	25.76187498165176	improved vaccine and surveillance
2021-04-01	status_quo_vs_improved_vaccine_and_surveillance	13.81120998111557	improved vaccine and surveillance
2021-07-01	status_quo_vs_improved_vaccine_and_surveillance	19.80485393956466	improved vaccine and surveillance
2021-10-01	status_quo_vs_improved_vaccine_and_surveillance	40.981381232108774	improved vaccine and surveillance
2022-01-01	status_quo_vs_improved_vaccine_and_surveillance	3.3999706579268114	improved vaccine and surveillance
2022-04-01	status_quo_vs_improved_vaccine_and_surveillance	8.096134317348232	improved vaccine and surveillance
2022-07-01	status_quo_vs_improved_vaccine_and_surveillance	17.183961697869286	improved vaccine and surveillance
2022-10-01	status_quo_vs_improved_vaccine_and_surveillance	54.17328797291761	improved vaccine and surveillance
2023-01-01	status_quo_vs_improved_vaccine_and_surveillance	39.702066512965594	improved vaccine and surveillance
2023-04-01	status_quo_vs_improved_vaccine_and_surveillance	-0.10673482639497056	improved vaccine and surveillance
2023-07-01	status_quo_vs_improved_vaccine_and_surveillance	4.733458079894575	improved vaccine and surveillance
2024-01-01	status_quo_vs_improved_vaccine_and_surveillance	48.551128209543634	improved vaccine and surveillance
2024-07-01	status_quo_vs_improved_vaccine_and_surveillance	-6.18712810987553	improved vaccine and surveillance
2024-10-01	status_quo_vs_improved_vaccine_and_surveillance	40.47262570285589	improved vaccine and surveillance
2025-01-01	status_quo_vs_improved_vaccine_and_surveillance	134.18626629156148	improved vaccine and surveillance
2025-04-01	status_quo_vs_improved_vaccine_and_surveillance	11.195252725010821	improved vaccine and surveillance
2025-07-01	status_quo_vs_improved_vaccine_and_surveillance	21.527654353376782	improved vaccine and surveillance
2025-10-01	status_quo_vs_improved_vaccine_and_surveillance	-51.25558915058383	improved vaccine and surveillance
2026-01-01	status_quo_vs_improved_vaccine_and_surveillance	27.39289640387615	improved vaccine and surveillance
2026-04-01	status_quo_vs_improved_vaccine_and_surveillance	-16.86261901399356	improved vaccine and surveillance
2026-07-01	status_quo_vs_improved_vaccine_and_surveillance	39.590323972251	improved vaccine and surveillance
2026-10-01	status_quo_vs_improved_vaccine_and_surveillance	22.30538822782843	improved vaccine and surveillance
2027-01-01	status_quo_vs_improved_vaccine_and_surveillance	14.867231320533996	improved vaccine and surveillance
2027-04-01	status_quo_vs_improved_vaccine_and_surveillance	34.56834015292159	improved vaccine and surveillance
2027-07-01	status_quo_vs_improved_vaccine_and_surveillance	-27.476464217674703	improved vaccine and surveillance
2027-10-01	status_quo_vs_improved_vaccine_and_surveillance	-28.711229247971175	improved vaccine and surveillance
2028-01-01	status_quo_vs_improved_vaccine_and_surveillance	74.02278962659835	improved vaccine and surveillance
2028-04-01	status_quo_vs_improved_vaccine_and_surveillance	41.183742952265575	improved vaccine and surveillance
2028-07-01	status_quo_vs_improved_vaccine_and_surveillance	-7.75442583107745	improved vaccine and surveillance
2028-10-01	status_quo_vs_improved_vaccine_and_surveillance	42.8863417131674	improved vaccine and surveillance
2029-01-01	status_quo_vs_improved_vaccine_and_surveillance	-4.866371370761101	improved vaccine and surveillance
2029-04-01	status_quo_vs_improved_vaccine_and_surveillance	73.76277336671824	improved vaccine and surveillance
2029-07-01	status_quo_vs_improved_vaccine_and_surveillance	-2.6852329840108506	improved vaccine and surveillance
2029-10-01	status_quo_vs_improved_vaccine_and_surveillance	3.5716467487549304	improved vaccine and surveillance
2030-01-01	status_quo_vs_improved_vaccine_and_surveillance	12.573128160636639	improved vaccine and surveillance
2030-04-01	status_quo_vs_improved_vaccine_and_surveillance	-14.991342505580118	improved vaccine and surveillance
2030-07-01	status_quo_vs_improved_vaccine_and_surveillance	94.22334414255387	improved vaccine and surveillance
2030-10-01	status_quo_vs_improved_vaccine_and_surveillance	21.746150318501122	improved vaccine and surveillance
2031-01-01	status_quo_vs_improved_vaccine_and_surveillance	5.011732596470111	improved vaccine and surveillance
2031-04-01	status_quo_vs_improved_vaccine_and_surveillance	41.57259836086479	improved vaccine and surveillance
2031-07-01	status_quo_vs_improved_vaccine_and_surveillance	15.066556494359602	improved vaccine and surveillance
2031-10-01	status_quo_vs_improved_vaccine_and_surveillance	-41.47875727603797	improved vaccine and surveillance
2032-01-01	status_quo_vs_improved_vaccine_and_surveillance	-4.961759248219927	improved vaccine and surveillance
2032-04-01	status_quo_vs_improved_vaccine_and_surveillance	128.15011386599323	improved vaccine and surveillance
2032-07-01	status_quo_vs_improved_vaccine_and_surveillance	-14.274074914852783	improved vaccine and surveillance
2032-10-01	status_quo_vs_improved_vaccine_and_surveillance	47.326826775055196	improved vaccine and surveillance
2033-01-01	status_quo_vs_improved_vaccine_and_surveillance	11.795333849719409	improved vaccine and surveillance
2033-04-01	status_quo_vs_improved_vaccine_and_surveillance	59.909086623836316	improved vaccine and surveillance
2033-07-01	status_quo_vs_improved_vaccine_and_surveillance	20.88151265860605	improved vaccine and surveillance
2033-10-01	status_quo_vs_improved_vaccine_and_surveillance	-3.4727906987168993	improved vaccine and surveillance
2034-01-01	status_quo_vs_improved_vaccine_and_surveillance	-23.92133203622859	improved vaccine and surveillance
2034-04-01	status_quo_vs_improved_vaccine_and_surveillance	47.32797878517441	improved vaccine and surveillance
2034-07-01	status_quo_vs_improved_vaccine_and_surveillance	4.814624297820139	improved vaccine and surveillance
2034-10-01	status_quo_vs_improved_vaccine_and_surveillance	-7.02215951361549	improved vaccine and surveillance
2035-01-01	status_quo_vs_improved_vaccine_and_surveillance	79.05873108130393	improved vaccine and surveillance
2035-04-01	status_quo_vs_improved_vaccine_and_surveillance	81.88934247084609	improved vaccine and surveillance
2035-07-01	status_quo_vs_improved_vaccine_and_surveillance	-0.07746925567370866	improved vaccine and surveillance
2036-10-01	status_quo_vs_improved_vaccine_and_surveillance	4.651649825769541	improved vaccine and surveillance
2037-01-01	status_quo_vs_improved_vaccine_and_surveillance	-4.00622930406611	improved vaccine and surveillance
2037-04-01	status_quo_vs_improved_vaccine_and_surveillance	-20.173137594653852	improved vaccine and surveillance
2037-07-01	status_quo_vs_improved_vaccine_and_surveillance	46.3985660008964	improved vaccine and surveillance
2037-10-01	status_quo_vs_improved_vaccine_and_surveillance	117.23034840596476	improved vaccine and surveillance
2038-01-01	status_quo_vs_improved_vaccine_and_surveillance	-19.14495704172317	improved vaccine and surveillance
2038-04-01	status_quo_vs_improved_vaccine_and_surveillance	-26.836460398635822	improved vaccine and surveillance
2038-07-01	status_quo_vs_improved_vaccine_and_surveillance	47.06571005380012	improved vaccine and surveillance
2038-10-01	status_quo_vs_improved_vaccine_and_surveillance	100.28461150788786	improved vaccine and surveillance
2039-01-01	status_quo_vs_improved_vaccine_and_surveillance	-16.410770035516016	improved vaccine and surveillance
2039-04-01	status_quo_vs_improved_vaccine_and_surveillance	24.407571559947378	improved vaccine and surveillance
2039-07-01	status_quo_vs_improved_vaccine_and_surveillance	65.90348534151397	improved vaccine and surveillance
