horizon,future_timepoint,distance,delay,t,future_timepoint_numeric
3,2031-04-01,3.9325063228607178,0.0,58,2031.25
3,2031-07-01,4.9677815437316895,0.0,59,2031.5
3,2031-10-01,4.402627468109131,0.0,60,2031.75
3,2032-01-01,3.4234561920166016,0.0,61,2032.0
3,2032-04-01,4.297625541687012,0.0,62,2032.25
3,2032-07-01,3.977182149887085,0.0,63,2032.5
3,2032-10-01,4.105924129486084,0.0,64,2032.75
3,2033-01-01,3.60334038734436,0.0,65,2033.0
3,2033-04-01,4.881263256072998,0.0,66,2033.25
3,2033-07-01,3.4295711517333984,0.0,67,2033.5
3,2033-10-01,3.853522062301636,0.0,68,2033.75
3,2034-01-01,3.333198547363281,0.0,69,2034.0
3,2034-04-01,3.546457529067993,0.0,70,2034.25
3,2034-07-01,4.80690336227417,0.0,71,2034.5
3,2034-10-01,3.898791551589966,0.0,72,2034.75
3,2035-01-01,3.9919955730438232,0.0,73,2035.0
3,2035-04-01,4.295444488525391,0.0,74,2035.25
3,2035-07-01,3.518441915512085,0.0,75,2035.5
3,2035-10-01,4.145577430725098,0.0,76,2035.75
3,2036-01-01,4.338163375854492,0.0,77,2036.0
3,2036-04-01,4.748533725738525,0.0,78,2036.25
3,2036-07-01,4.791299343109131,0.0,79,2036.5
3,2036-10-01,5.192268371582031,0.0,80,2036.75
3,2037-01-01,4.47988224029541,0.0,81,2037.0
3,2037-04-01,2.8870224952697754,0.0,82,2037.25
3,2037-07-01,2.7467281818389893,0.0,83,2037.5
3,2037-10-01,4.270374774932861,0.0,84,2037.75
3,2038-01-01,4.4741621017456055,0.0,85,2038.0
3,2038-04-01,3.32780122756958,0.0,86,2038.25
3,2038-07-01,3.629380702972412,0.0,87,2038.5
3,2038-10-01,3.8432388305664062,0.0,88,2038.75
3,2039-01-01,3.8340346813201904,0.0,89,2039.0
3,2039-04-01,4.217640399932861,0.0,90,2039.25
3,2039-07-01,4.485621452331543,0.0,91,2039.5
3,2039-10-01,8.121695518493652,0.0,92,2039.75
3,2040-01-01,5.739217281341553,0.0,93,2040.0
3,2040-04-01,3.536962985992432,0.0,94,2040.25
3,2040-07-01,3.520630359649658,0.0,95,2040.5
3,2040-10-01,3.231072187423706,0.0,96,2040.75
3,2017-01-01,4.998263359069824,1.0,1,2017.0
3,2017-04-01,4.84763765335083,1.0,2,2017.25
3,2017-07-01,4.427036285400391,1.0,3,2017.5
3,2017-10-01,5.694905757904053,1.0,4,2017.75
3,2018-01-01,4.412637233734131,1.0,5,2018.0
3,2018-04-01,4.561585903167725,1.0,6,2018.25
3,2018-07-01,4.10846757888794,1.0,7,2018.5
3,2018-10-01,4.982174396514893,1.0,8,2018.75
3,2019-01-01,4.571401119232178,1.0,9,2019.0
3,2019-04-01,5.376925468444824,1.0,10,2019.25
3,2019-07-01,4.803450107574463,1.0,11,2019.5
3,2019-10-01,8.710482597351074,1.0,12,2019.75
3,2020-01-01,7.232813358306885,1.0,13,2020.0
3,2020-04-01,6.997250556945801,1.0,14,2020.25
3,2020-07-01,4.027441501617432,1.0,15,2020.5
3,2020-10-01,5.298673152923584,1.0,16,2020.75
3,2021-01-01,5.2364912033081055,1.0,17,2021.0
3,2021-04-01,4.951323986053467,1.0,18,2021.25
3,2021-07-01,5.230932235717773,1.0,19,2021.5
3,2021-10-01,5.657738208770752,1.0,20,2021.75
3,2022-01-01,6.132882595062256,1.0,21,2022.0
3,2022-04-01,5.443878173828125,1.0,22,2022.25
3,2022-07-01,6.940885543823242,1.0,23,2022.5
3,2022-10-01,5.34603214263916,1.0,24,2022.75
3,2023-01-01,5.909617900848389,1.0,25,2023.0
3,2023-04-01,6.481531143188477,1.0,26,2023.25
3,2023-07-01,5.220376491546631,1.0,27,2023.5
3,2023-10-01,5.323136806488037,1.0,28,2023.75
3,2024-01-01,5.790775775909424,1.0,29,2024.0
3,2024-04-01,3.82289981842041,1.0,30,2024.25
3,2024-07-01,4.936980247497559,1.0,31,2024.5
3,2024-10-01,4.985065460205078,1.0,32,2024.75
3,2025-01-01,4.431852340698242,1.0,33,2025.0
3,2025-04-01,4.019942283630371,1.0,34,2025.25
3,2025-07-01,6.534670352935791,1.0,35,2025.5
3,2025-10-01,6.94107723236084,1.0,36,2025.75
3,2026-01-01,3.947087049484253,1.0,37,2026.0
3,2026-04-01,3.4213457107543945,1.0,38,2026.25
3,2026-07-01,4.008050918579102,1.0,39,2026.5
3,2026-10-01,5.265155792236328,1.0,40,2026.75
3,2027-01-01,4.676202297210693,1.0,41,2027.0
3,2027-04-01,6.756997585296631,1.0,42,2027.25
3,2027-07-01,7.399171352386475,1.0,43,2027.5
3,2027-10-01,5.775187969207764,1.0,44,2027.75
3,2028-01-01,5.024935245513916,1.0,45,2028.0
3,2028-04-01,4.543914318084717,1.0,46,2028.25
3,2028-07-01,4.454830646514893,1.0,47,2028.5
3,2028-10-01,5.4287428855896,1.0,48,2028.75
3,2029-01-01,4.350334167480469,1.0,49,2029.0
3,2029-04-01,4.576454162597656,1.0,50,2029.25
3,2029-07-01,4.15811014175415,1.0,51,2029.5
3,2029-10-01,5.298332691192627,1.0,52,2029.75
3,2030-01-01,5.4417219161987305,1.0,53,2030.0
3,2030-04-01,5.530052185058594,1.0,54,2030.25
3,2030-07-01,5.017222881317139,1.0,55,2030.5
3,2030-10-01,5.016808032989502,1.0,56,2030.75
3,2031-01-01,5.744447708129883,1.0,57,2031.0
3,2031-04-01,4.20805025100708,1.0,58,2031.25
3,2031-07-01,6.141633987426758,1.0,59,2031.5
3,2031-10-01,6.4930572509765625,1.0,60,2031.75
3,2032-01-01,5.572512149810791,1.0,61,2032.0
3,2032-04-01,4.97005558013916,1.0,62,2032.25
3,2032-07-01,4.261302947998047,1.0,63,2032.5
3,2032-10-01,4.380528926849365,1.0,64,2032.75
3,2033-01-01,4.199149131774902,1.0,65,2033.0
3,2033-04-01,5.049213886260986,1.0,66,2033.25
3,2033-07-01,5.441532135009766,1.0,67,2033.5
3,2033-10-01,4.233536720275879,1.0,68,2033.75
3,2034-01-01,3.8478827476501465,1.0,69,2034.0
3,2034-04-01,4.285861015319824,1.0,70,2034.25
3,2034-07-01,6.653710842132568,1.0,71,2034.5
3,2034-10-01,5.22567892074585,1.0,72,2034.75
3,2035-01-01,4.698707580566406,1.0,73,2035.0
3,2035-04-01,4.447253227233887,1.0,74,2035.25
3,2035-07-01,4.183454036712647,1.0,75,2035.5
3,2035-10-01,4.724173545837402,1.0,76,2035.75
3,2036-01-01,4.943475246429443,1.0,77,2036.0
3,2036-04-01,6.159928321838379,1.0,78,2036.25
3,2036-07-01,6.266297817230225,1.0,79,2036.5
3,2036-10-01,5.617186546325684,1.0,80,2036.75
3,2037-01-01,4.728841304779053,1.0,81,2037.0
3,2037-04-01,4.0299224853515625,1.0,82,2037.25
3,2037-07-01,2.981421947479248,1.0,83,2037.5
3,2037-10-01,4.491420745849609,1.0,84,2037.75
3,2038-01-01,4.623505592346191,1.0,85,2038.0
3,2038-04-01,3.568959474563598,1.0,86,2038.25
3,2038-07-01,4.070082187652588,1.0,87,2038.5
3,2038-10-01,4.117934703826904,1.0,88,2038.75
3,2039-01-01,4.464506149291992,1.0,89,2039.0
3,2039-04-01,4.665310382843018,1.0,90,2039.25
3,2039-07-01,5.386314868927002,1.0,91,2039.5
3,2039-10-01,8.468313217163086,1.0,92,2039.75
3,2040-01-01,8.248953819274902,1.0,93,2040.0
3,2040-04-01,4.404151439666748,1.0,94,2040.25
3,2040-07-01,3.687417268753052,1.0,95,2040.5
3,2040-10-01,4.005985260009766,1.0,96,2040.75
3,2017-01-01,6.573872089385986,3.0,1,2017.0
3,2017-04-01,7.295114040374756,3.0,2,2017.25
3,2017-07-01,5.75913667678833,3.0,3,2017.5
3,2017-10-01,5.376920700073242,3.0,4,2017.75
3,2018-01-01,6.232099533081055,3.0,5,2018.0
3,2018-04-01,5.448993682861328,3.0,6,2018.25
3,2018-07-01,5.037321090698242,3.0,7,2018.5
3,2018-10-01,5.461276531219482,3.0,8,2018.75
3,2019-01-01,6.760764122009277,3.0,9,2019.0
3,2019-04-01,6.738616943359375,3.0,10,2019.25
3,2019-07-01,6.127814292907715,3.0,11,2019.5
3,2019-10-01,9.505982398986816,3.0,12,2019.75
3,2020-01-01,8.824553489685059,3.0,13,2020.0
3,2020-04-01,7.495373249053955,3.0,14,2020.25
3,2020-07-01,7.325382232666016,3.0,15,2020.5
3,2020-10-01,6.175107479095459,3.0,16,2020.75
3,2021-01-01,5.224279403686523,3.0,17,2021.0
3,2021-04-01,6.359421253204346,3.0,18,2021.25
3,2021-07-01,5.69511079788208,3.0,19,2021.5
3,2021-10-01,6.090054988861084,3.0,20,2021.75
3,2022-01-01,6.198743343353272,3.0,21,2022.0
3,2022-04-01,6.613031387329102,3.0,22,2022.25
3,2022-07-01,7.978721618652344,3.0,23,2022.5
3,2022-10-01,6.187491893768311,3.0,24,2022.75
3,2023-01-01,6.252468109130859,3.0,25,2023.0
3,2023-04-01,8.12873363494873,3.0,26,2023.25
3,2023-07-01,6.165754795074463,3.0,27,2023.5
3,2023-10-01,6.55640983581543,3.0,28,2023.75
3,2024-01-01,7.0279059410095215,3.0,29,2024.0
3,2024-04-01,5.997471809387207,3.0,30,2024.25
3,2024-07-01,5.629176616668701,3.0,31,2024.5
3,2024-10-01,5.556339263916016,3.0,32,2024.75
3,2025-01-01,5.754088401794434,3.0,33,2025.0
3,2025-04-01,4.305462837219238,3.0,34,2025.25
3,2025-07-01,6.314732074737549,3.0,35,2025.5
3,2025-10-01,7.514043807983398,3.0,36,2025.75
3,2026-01-01,5.796488761901856,3.0,37,2026.0
3,2026-04-01,3.8301570415496826,3.0,38,2026.25
3,2026-07-01,4.467629432678223,3.0,39,2026.5
3,2026-10-01,5.5256757736206055,3.0,40,2026.75
3,2027-01-01,8.684195518493652,3.0,41,2027.0
3,2027-04-01,7.783379554748535,3.0,42,2027.25
3,2027-07-01,7.635755062103271,3.0,43,2027.5
3,2027-10-01,5.9402055740356445,3.0,44,2027.75
3,2028-01-01,6.198629856109619,3.0,45,2028.0
3,2028-04-01,6.220685958862305,3.0,46,2028.25
3,2028-07-01,5.612541675567627,3.0,47,2028.5
3,2028-10-01,7.667919158935547,3.0,48,2028.75
3,2029-01-01,5.513733386993408,3.0,49,2029.0
3,2029-04-01,5.440553188323975,3.0,50,2029.25
3,2029-07-01,4.808839321136475,3.0,51,2029.5
3,2029-10-01,6.185081481933594,3.0,52,2029.75
3,2030-01-01,5.80330753326416,3.0,53,2030.0
3,2030-04-01,5.150304794311523,3.0,54,2030.25
3,2030-07-01,5.1555914878845215,3.0,55,2030.5
3,2030-10-01,6.040648937225342,3.0,56,2030.75
3,2031-01-01,5.704832553863525,3.0,57,2031.0
3,2031-04-01,5.714997291564941,3.0,58,2031.25
3,2031-07-01,6.088871955871582,3.0,59,2031.5
3,2031-10-01,9.149540901184082,3.0,60,2031.75
3,2032-01-01,8.142854690551758,3.0,61,2032.0
3,2032-04-01,5.715322971343994,3.0,62,2032.25
3,2032-07-01,5.879787445068359,3.0,63,2032.5
3,2032-10-01,5.544801235198975,3.0,64,2032.75
3,2033-01-01,4.764283180236816,3.0,65,2033.0
3,2033-04-01,7.015455722808838,3.0,66,2033.25
3,2033-07-01,6.55919075012207,3.0,67,2033.5
3,2033-10-01,5.494680404663086,3.0,68,2033.75
3,2034-01-01,5.144002437591553,3.0,69,2034.0
3,2034-04-01,5.3216471672058105,3.0,70,2034.25
3,2034-07-01,6.998191356658936,3.0,71,2034.5
3,2034-10-01,5.027231693267822,3.0,72,2034.75
3,2035-01-01,5.464353561401367,3.0,73,2035.0
3,2035-04-01,5.822230339050293,3.0,74,2035.25
3,2035-07-01,6.124890804290772,3.0,75,2035.5
3,2035-10-01,5.551647186279297,3.0,76,2035.75
3,2036-01-01,5.1935858726501465,3.0,77,2036.0
3,2036-04-01,5.686141490936279,3.0,78,2036.25
3,2036-07-01,6.0673112869262695,3.0,79,2036.5
3,2036-10-01,6.551398754119873,3.0,80,2036.75
3,2037-01-01,5.8091654777526855,3.0,81,2037.0
3,2037-04-01,6.6750993728637695,3.0,82,2037.25
3,2037-07-01,3.5061802864074707,3.0,83,2037.5
3,2037-10-01,4.81578540802002,3.0,84,2037.75
3,2038-01-01,5.135202407836914,3.0,85,2038.0
3,2038-04-01,4.661633968353272,3.0,86,2038.25
3,2038-07-01,4.961442470550537,3.0,87,2038.5
3,2038-10-01,5.242614269256592,3.0,88,2038.75
3,2039-01-01,4.972250461578369,3.0,89,2039.0
3,2039-04-01,5.884820938110352,3.0,90,2039.25
3,2039-07-01,5.642846584320068,3.0,91,2039.5
3,2039-10-01,8.646888732910156,3.0,92,2039.75
3,2040-01-01,9.506427764892578,3.0,93,2040.0
3,2040-04-01,5.617087841033936,3.0,94,2040.25
3,2040-07-01,4.3478288650512695,3.0,95,2040.5
3,2040-10-01,3.927191734313965,3.0,96,2040.75
6,2017-04-01,5.605765342712402,0.0,2,2017.25
6,2017-07-01,4.326253414154053,0.0,3,2017.5
6,2017-10-01,4.447157382965088,0.0,4,2017.75
6,2018-01-01,5.227267742156982,0.0,5,2018.0
6,2018-04-01,4.635324001312256,0.0,6,2018.25
6,2018-07-01,4.852940082550049,0.0,7,2018.5
6,2018-10-01,5.389842510223389,0.0,8,2018.75
6,2019-01-01,5.5227885246276855,0.0,9,2019.0
6,2019-04-01,4.854460716247559,0.0,10,2019.25
6,2019-07-01,6.090232849121094,0.0,11,2019.5
6,2019-10-01,8.368047714233398,0.0,12,2019.75
6,2020-01-01,9.785792350769045,0.0,13,2020.0
6,2020-04-01,7.633179187774658,0.0,14,2020.25
6,2020-07-01,4.853838443756104,0.0,15,2020.5
6,2020-10-01,4.698480129241943,0.0,16,2020.75
6,2021-01-01,4.831048965454102,0.0,17,2021.0
6,2021-04-01,4.939255714416504,0.0,18,2021.25
6,2021-07-01,5.090542793273926,0.0,19,2021.5
6,2021-10-01,4.671696662902832,0.0,20,2021.75
6,2022-01-01,5.716875076293945,0.0,21,2022.0
6,2022-04-01,5.664108276367188,0.0,22,2022.25
6,2022-07-01,5.5201945304870605,0.0,23,2022.5
6,2022-10-01,5.134212970733643,0.0,24,2022.75
6,2023-01-01,6.631943702697754,0.0,25,2023.0
6,2023-04-01,6.587351799011231,0.0,26,2023.25
6,2023-07-01,5.400245666503906,0.0,27,2023.5
6,2023-10-01,6.075787544250488,0.0,28,2023.75
6,2024-01-01,5.68366813659668,0.0,29,2024.0
6,2024-04-01,6.576831340789795,0.0,30,2024.25
6,2024-07-01,4.967019557952881,0.0,31,2024.5
6,2024-10-01,5.189770221710205,0.0,32,2024.75
6,2025-01-01,5.253407001495361,0.0,33,2025.0
6,2025-04-01,3.942651510238648,0.0,34,2025.25
6,2025-07-01,6.542499542236328,0.0,35,2025.5
6,2025-10-01,8.258363723754883,0.0,36,2025.75
6,2026-01-01,7.150851726531982,0.0,37,2026.0
6,2026-04-01,3.9515185356140137,0.0,38,2026.25
6,2026-07-01,4.303757190704346,0.0,39,2026.5
6,2026-10-01,5.662558078765869,0.0,40,2026.75
6,2027-01-01,8.104002952575684,0.0,41,2027.0
6,2027-04-01,6.700843811035156,0.0,42,2027.25
6,2027-07-01,7.076254844665527,0.0,43,2027.5
6,2027-10-01,7.047425746917725,0.0,44,2027.75
6,2028-01-01,4.948329925537109,0.0,45,2028.0
6,2028-04-01,5.077414512634277,0.0,46,2028.25
6,2028-07-01,5.322437286376953,0.0,47,2028.5
6,2028-10-01,5.347144603729248,0.0,48,2028.75
6,2029-01-01,5.909144878387451,0.0,49,2029.0
6,2029-04-01,4.747363567352295,0.0,50,2029.25
6,2029-07-01,3.913789987564087,0.0,51,2029.5
6,2029-10-01,6.044338226318359,0.0,52,2029.75
6,2030-01-01,6.462202072143555,0.0,53,2030.0
6,2030-04-01,4.6938676834106445,0.0,54,2030.25
6,2030-07-01,5.80595588684082,0.0,55,2030.5
6,2030-10-01,5.017723083496094,0.0,56,2030.75
6,2031-01-01,5.332915306091309,0.0,57,2031.0
6,2031-04-01,4.664646625518799,0.0,58,2031.25
6,2031-07-01,6.35507345199585,0.0,59,2031.5
6,2031-10-01,7.908771514892578,0.0,60,2031.75
6,2032-01-01,5.015814781188965,0.0,61,2032.0
6,2032-04-01,4.447764873504639,0.0,62,2032.25
6,2032-07-01,5.333449840545654,0.0,63,2032.5
6,2032-10-01,4.651610851287842,0.0,64,2032.75
6,2033-01-01,4.456106662750244,0.0,65,2033.0
6,2033-04-01,6.884385108947754,0.0,66,2033.25
6,2033-07-01,5.5334906578063965,0.0,67,2033.5
6,2033-10-01,4.519278049468994,0.0,68,2033.75
6,2034-01-01,4.088958740234375,0.0,69,2034.0
6,2034-04-01,4.799162864685059,0.0,70,2034.25
6,2034-07-01,6.432228088378906,0.0,71,2034.5
6,2034-10-01,4.779816150665283,0.0,72,2034.75
6,2035-01-01,5.172128677368164,0.0,73,2035.0
6,2035-04-01,4.84973669052124,0.0,74,2035.25
6,2035-07-01,5.516797065734863,0.0,75,2035.5
6,2035-10-01,4.698550701141357,0.0,76,2035.75
6,2036-01-01,5.529967784881592,0.0,77,2036.0
6,2036-04-01,5.661507606506348,0.0,78,2036.25
6,2036-07-01,6.241519927978516,0.0,79,2036.5
6,2036-10-01,6.085768222808838,0.0,80,2036.75
6,2037-01-01,5.414762496948242,0.0,81,2037.0
6,2037-04-01,6.396860122680664,0.0,82,2037.25
6,2037-07-01,3.27612853050232,0.0,83,2037.5
6,2037-10-01,4.044104099273682,0.0,84,2037.75
6,2038-01-01,4.781842708587647,0.0,85,2038.0
6,2038-04-01,6.512618541717529,0.0,86,2038.25
6,2038-07-01,3.995654582977295,0.0,87,2038.5
6,2038-10-01,4.530906200408936,0.0,88,2038.75
6,2039-01-01,4.349794387817383,0.0,89,2039.0
6,2039-04-01,5.166498184204102,0.0,90,2039.25
6,2039-07-01,5.380860805511475,0.0,91,2039.5
6,2039-10-01,7.005828857421875,0.0,92,2039.75
6,2040-01-01,10.883009910583496,0.0,93,2040.0
6,2040-04-01,7.519303798675537,0.0,94,2040.25
6,2040-07-01,4.900085926055908,0.0,95,2040.5
6,2040-10-01,4.171493053436279,0.0,96,2040.75
6,2017-04-01,5.939387798309326,1.0,2,2017.25
6,2017-07-01,5.275925159454346,1.0,3,2017.5
6,2017-10-01,4.575633525848389,1.0,4,2017.75
6,2018-01-01,5.982226371765137,1.0,5,2018.0
6,2018-04-01,5.36631441116333,1.0,6,2018.25
6,2018-07-01,5.093781471252441,1.0,7,2018.5
6,2018-10-01,5.276769161224365,1.0,8,2018.75
6,2019-01-01,5.648764610290527,1.0,9,2019.0
6,2019-04-01,5.488185405731201,1.0,10,2019.25
6,2019-07-01,6.843314170837402,1.0,11,2019.5
6,2019-10-01,8.61957836151123,1.0,12,2019.75
6,2020-01-01,8.888854026794434,1.0,13,2020.0
6,2020-04-01,8.299009323120117,1.0,14,2020.25
6,2020-07-01,7.576573371887207,1.0,15,2020.5
6,2020-10-01,4.331971645355225,1.0,16,2020.75
6,2021-01-01,5.928529739379883,1.0,17,2021.0
6,2021-04-01,5.783873558044434,1.0,18,2021.25
6,2021-07-01,5.501657009124756,1.0,19,2021.5
6,2021-10-01,4.728039264678955,1.0,20,2021.75
6,2022-01-01,5.797454833984375,1.0,21,2022.0
6,2022-04-01,7.750808715820312,1.0,22,2022.25
6,2022-07-01,6.36472749710083,1.0,23,2022.5
6,2022-10-01,8.088356018066406,1.0,24,2022.75
6,2023-01-01,6.862517356872559,1.0,25,2023.0
6,2023-04-01,7.112514495849609,1.0,26,2023.25
6,2023-07-01,9.182148933410645,1.0,27,2023.5
6,2023-10-01,6.066526889801025,1.0,28,2023.75
6,2024-01-01,6.141547679901123,1.0,29,2024.0
6,2024-04-01,6.809680938720703,1.0,30,2024.25
6,2024-07-01,5.517792224884033,1.0,31,2024.5
6,2024-10-01,6.122525215148926,1.0,32,2024.75
6,2025-01-01,6.058116912841797,1.0,33,2025.0
6,2025-04-01,4.950076580047607,1.0,34,2025.25
6,2025-07-01,6.629130363464356,1.0,35,2025.5
6,2025-10-01,8.290603637695312,1.0,36,2025.75
6,2026-01-01,8.860963821411133,1.0,37,2026.0
6,2026-04-01,5.155667304992676,1.0,38,2026.25
6,2026-07-01,4.219082355499268,1.0,39,2026.5
6,2026-10-01,5.8995866775512695,1.0,40,2026.75
6,2027-01-01,8.106937408447266,1.0,41,2027.0
6,2027-04-01,8.14869499206543,1.0,42,2027.25
6,2027-07-01,8.428757667541504,1.0,43,2027.5
6,2027-10-01,11.017258644104004,1.0,44,2027.75
6,2028-01-01,6.2288079261779785,1.0,45,2028.0
6,2028-04-01,6.025735378265381,1.0,46,2028.25
6,2028-07-01,5.418815612792969,1.0,47,2028.5
6,2028-10-01,6.18993616104126,1.0,48,2028.75
6,2029-01-01,5.750364303588867,1.0,49,2029.0
6,2029-04-01,4.62624979019165,1.0,50,2029.25
6,2029-07-01,5.242028713226318,1.0,51,2029.5
6,2029-10-01,4.860190391540527,1.0,52,2029.75
6,2030-01-01,6.304543972015381,1.0,53,2030.0
6,2030-04-01,6.359776496887207,1.0,54,2030.25
6,2030-07-01,6.910760879516602,1.0,55,2030.5
6,2030-10-01,5.36828088760376,1.0,56,2030.75
6,2031-01-01,5.568357467651367,1.0,57,2031.0
6,2031-04-01,7.881947040557861,1.0,58,2031.25
6,2031-07-01,5.58053731918335,1.0,59,2031.5
6,2031-10-01,9.154983520507812,1.0,60,2031.75
6,2032-01-01,6.75576639175415,1.0,61,2032.0
6,2032-04-01,5.65696382522583,1.0,62,2032.25
6,2032-07-01,5.631232738494873,1.0,63,2032.5
6,2032-10-01,4.726615905761719,1.0,64,2032.75
6,2033-01-01,4.854396343231201,1.0,65,2033.0
6,2033-04-01,6.654181957244873,1.0,66,2033.25
6,2033-07-01,4.752824783325195,1.0,67,2033.5
6,2033-10-01,6.755100727081299,1.0,68,2033.75
6,2034-01-01,4.079225063323975,1.0,69,2034.0
6,2034-04-01,5.116819381713867,1.0,70,2034.25
6,2034-07-01,6.651603698730469,1.0,71,2034.5
6,2034-10-01,8.490267753601074,1.0,72,2034.75
6,2035-01-01,6.018626689910889,1.0,73,2035.0
6,2035-04-01,5.327974319458008,1.0,74,2035.25
6,2035-07-01,5.245929718017578,1.0,75,2035.5
6,2035-10-01,5.181948184967041,1.0,76,2035.75
6,2036-01-01,5.728677272796631,1.0,77,2036.0
6,2036-04-01,5.86346435546875,1.0,78,2036.25
6,2036-07-01,7.478921413421631,1.0,79,2036.5
6,2036-10-01,6.458461761474609,1.0,80,2036.75
6,2037-01-01,6.268467426300049,1.0,81,2037.0
6,2037-04-01,6.613323211669922,1.0,82,2037.25
6,2037-07-01,4.017440319061279,1.0,83,2037.5
6,2037-10-01,4.214626789093018,1.0,84,2037.75
6,2038-01-01,4.8777689933776855,1.0,85,2038.0
6,2038-04-01,6.508209228515625,1.0,86,2038.25
6,2038-07-01,3.9766812324523926,1.0,87,2038.5
6,2038-10-01,4.597903251647949,1.0,88,2038.75
6,2039-01-01,4.62868595123291,1.0,89,2039.0
6,2039-04-01,5.403627395629883,1.0,90,2039.25
6,2039-07-01,5.268360137939453,1.0,91,2039.5
6,2039-10-01,7.119533538818359,1.0,92,2039.75
6,2040-01-01,10.927252769470217,1.0,93,2040.0
6,2040-04-01,8.921436309814453,1.0,94,2040.25
6,2040-07-01,5.136620998382568,1.0,95,2040.5
6,2040-10-01,4.171475887298584,1.0,96,2040.75
6,2017-04-01,7.29294490814209,3.0,2,2017.25
6,2017-07-01,8.513473510742188,3.0,3,2017.5
6,2017-10-01,6.111801624298096,3.0,4,2017.75
6,2018-01-01,5.726244926452637,3.0,5,2018.0
6,2018-04-01,5.81524133682251,3.0,6,2018.25
6,2018-07-01,5.646183967590332,3.0,7,2018.5
6,2018-10-01,5.363722801208496,3.0,8,2018.75
6,2019-01-01,5.903933525085449,3.0,9,2019.0
6,2019-04-01,7.437455177307129,3.0,10,2019.25
6,2019-07-01,7.807674884796143,3.0,11,2019.5
6,2019-10-01,9.125221252441406,3.0,12,2019.75
6,2020-01-01,11.59545612335205,3.0,13,2020.0
6,2020-04-01,9.485581398010254,3.0,14,2020.25
6,2020-07-01,9.564215660095217,3.0,15,2020.5
6,2020-10-01,8.7839937210083,3.0,16,2020.75
6,2021-01-01,6.6687774658203125,3.0,17,2021.0
6,2021-04-01,5.962533473968506,3.0,18,2021.25
6,2021-07-01,5.797550201416016,3.0,19,2021.5
