frequency	projected_frequency	clade_membership	observed_frequency	sample	timepoint	future_timepoint	delta_month	delay_type
0.010702	0.0061900672088972	91f21a6	0.001206	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.00433	0.0074271630173279	9c7743d	0.005333999999999999	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.010707	0.011604555516846301	9d3611b	0.002458	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.003425	0.0086120854070163	a1ceee5	0.029107	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.008041	0.0285695809075987	ae3b33d	0.027847999999999998	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.18528	0.26331144145803853	aef1ba6	0.471118	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.058165999999999995	0.042926444280372116	b667408	0.041102	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.104068	0.09903520372678082	bbd3f9c	0.074013	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.784828	0.8280236213871282	bd82eb3	0.9767779999999999	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.007136	0.0007119500813002433	c033406	0.000859	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.007674	0.0199029882492899	c1eff13	0.023162000000000002	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.6915789999999999	0.7636541368956393	c6dae44	0.9309769999999999	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.042547	0.021844742987488668	d5f965e	0.016677	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.029003	0.014856527085999566	d7e41e0	0.00409	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.004000999999999999	0.00039677964283971363	d81a32c	0.00019700000000000002	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.034499	0.0323510647050449	d96580e	0.017426	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.023201	0.010773890025659576	daa21b9	0.012806	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.033574	0.025894052228825987	e35a5c1	0.004165	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.053544	0.038013359689690315	e560d1d	0.040829	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.017518	0.061059488993679606	edbe1b1	0.162599	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.011255999999999999	0.0280774253141968	ef09684	0.041432	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.048003	0.0858925826117504	efc20e2	0.064634	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.008062	0.0088058954064982	f3c8880	0.004916	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.026305000000000002	0.006276796323893	f474a61	0.011577999999999998	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.011385	0.0168521886296252	f53644d	0.019628	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.860949	0.8757624166034428	f573936	0.99762	simulated_no_delay	2031-01-01	2031-04-01	3.0	none
0.015514	0.006426718451834393	0007448	2.2e-05	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.026657	0.005314881191086094	0236ad1	0.00035499999999999996	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.0073880000000000005	0.0028662644928876997	036305a	1e-05	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.158379	0.3274627519657286	09085c6	0.58869	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.018245	0.006013796631004418	0d2b01d	0.006213	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.281166	0.36652217879922755	1073eea	0.363546	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.006470999999999999	0.0018903799012910112	15f70f8	0.000127	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.011351	0.0653439923433206	224d965	0.031339	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.177909	0.2537945241219031	22d5623	0.351608	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.040894	0.008615586913346816	266163b	0.000861	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.072809	0.03267381257549786	286184d	0.010442	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.016994	0.005250536865519429	2a62051	0.006544	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.007854	0.0073405159507991	394ce7b	3.2e-05	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.00247	0.0061205178579187	5411d6b	0.003887	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.032428	0.007001890711653743	5722229	6.9e-05	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.041190000000000004	0.02423631582888426	5a95c97	0.000976	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.041632	0.015171477248558085	603a0ce	0.00026199999999999997	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.003963	5.702713600396445e-07	7e48343	0.000243	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.008173	0.0016116163575494178	831b5c3	1.5e-05	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.012267	0.0030742475851944905	8503812	1.5e-05	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.016099000000000002	0.012628854569136682	8ac3675	0.013465	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.004429	0.001952975707491	8feb268	0.000642	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.004429	0.0066221128796803	9063a9f	0.006848	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.010702	0.0030426353540223307	91f21a6	1.5e-05	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.00433	0.0056166695820836	9c7743d	0.0010340000000000002	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.010707	0.0055680148655724	9d3611b	6.4e-05	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.003425	0.0095472202169559	a1ceee5	0.008227	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.008041	0.0447528221773621	ae3b33d	0.017737	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.18528	0.3582232404215772	aef1ba6	0.600851	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.058165999999999995	0.028284259151926946	b667408	0.010388	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.104068	0.06345886395539446	bbd3f9c	0.01483	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.784828	0.8502599327475865	bd82eb3	0.992547	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.007674	0.022758124895285	c1eff13	0.008282	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.6915789999999999	0.8129002562293447	c6dae44	0.982075	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.042547	0.009273855233859098	d5f965e	0.001124	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.029003	0.006080371094612244	d7e41e0	6.9e-05	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.034499	0.02002297859171197	d96580e	0.0025320000000000004	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.023201	0.005314552490509153	daa21b9	0.0008309999999999999	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.033574	0.012350998370302171	e35a5c1	0.006277	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.053544	0.025981708150796447	e560d1d	0.010388	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.017518	0.16122914897295024	edbe1b1	0.391404	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.011255999999999999	0.0396482691904418	ef09684	0.034906	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.048003	0.09322237019936402	efc20e2	0.009976	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.008062	0.0042654021484323	f3c8880	0.000219	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.026305000000000002	0.001910926695729725	f474a61	0.0018960000000000001	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.011385	0.0139490326692788	f53644d	0.004778	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.860949	0.8718847863517477	f573936	0.999948	simulated_no_delay	2031-01-01	2031-07-01	6.0	none
0.158379	0.4507947719311598	09085c6	0.805805	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.018245	0.0022067822652954068	0d2b01d	0.0039049999999999996	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.281166	0.3328877515536371	1073eea	0.187651	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.011351	0.0869194898379019	224d965	0.007682	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.177909	0.2505480542759745	22d5623	0.187367	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.072809	0.015693823149173107	286184d	0.00035099999999999997	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.016994	0.0022422178996310558	2a62051	0.000588	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.00247	0.0043966280734162	5411d6b	0.000789	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.016099000000000002	0.009809314618639837	8ac3675	0.0014819999999999998	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.004429	0.0036951151785044	9063a9f	0.000115	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.00433	0.0029191762488087	9c7743d	2.9e-05	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.003425	0.0072739627626342	a1ceee5	0.000552	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.008041	0.0481797340550212	ae3b33d	0.0052320000000000005	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.18528	0.47002791475747	aef1ba6	0.807146	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.058165999999999995	0.014218033993975667	b667408	0.00035099999999999997	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.104068	0.030728857133286828	bbd3f9c	0.000875	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.784828	0.859918416812916	bd82eb3	0.996077	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.007674	0.0178846739100468	c1eff13	0.00038	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.6915789999999999	0.8425489188228598	c6dae44	0.995726	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.034499	0.009373389923339396	d96580e	7e-05	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.033574	0.004260130047869844	e35a5c1	0.0039049999999999996	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.053544	0.013476382870130466	e560d1d	0.00035099999999999997	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.017518	0.3113406603958094	edbe1b1	0.7722789999999999	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.011255999999999999	0.0406947756275195	ef09684	0.004036	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.048003	0.07519446223426964	efc20e2	0.000255	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.026305000000000002	0.0005219586935037028	f474a61	5.4e-05	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.011385	0.008442382266821058	f53644d	0.000217	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.860949	0.8670846976759485	f573936	0.9999819999999999	simulated_no_delay	2031-01-01	2031-10-01	9.0	none
0.158379	0.57602916444062	09085c6	0.937023	simulated_no_delay	2031-01-01	2032-01-01	12.0	none
0.018245	0.000648667801038879	0d2b01d	0.00026199999999999997	simulated_no_delay	2031-01-01	2032-01-01	12.0	none
0.281166	0.2618665580616764	1073eea	0.062694	simulated_no_delay	2031-01-01	2032-01-01	12.0	none
0.011351	0.0910717480458538	224d965	0.00019899999999999999	simulated_no_delay	2031-01-01	2032-01-01	12.0	none
0.177909	0.21101232381728469	22d5623	0.062694	simulated_no_delay	2031-01-01	2032-01-01	12.0	none
0.00247	0.0024619961789896	5411d6b	1.5e-05	simulated_no_delay	2031-01-01	2032-01-01	12.0	none
0.016099000000000002	0.006012680128286014	8ac3675	1e-05	simulated_no_delay	2031-01-01	2032-01-01	12.0	none
0.008041	0.0404339665733231	ae3b33d	0.000357	simulated_no_delay	2031-01-01	2032-01-01	12.0	none
0.18528	0.5859022675156447	aef1ba6	0.937038	simulated_no_delay	2031-01-01	2032-01-01	12.0	none
0.784828	0.8694373785565707	bd82eb3	0.9997320000000001	simulated_no_delay	2031-01-01	2032-01-01	12.0	none
0.6915789999999999	0.8626781322047603	c6dae44	0.9997320000000001	simulated_no_delay	2031-01-01	2032-01-01	12.0	none
0.033574	0.0011709526826408348	e35a5c1	0.00026199999999999997	simulated_no_delay	2031-01-01	2032-01-01	12.0	none
0.017518	0.47520222225280606	edbe1b1	0.932253	simulated_no_delay	2031-01-01	2032-01-01	12.0	none
0.011255999999999999	0.032913920905814326	ef09684	3.5000000000000004e-05	simulated_no_delay	2031-01-01	2032-01-01	12.0	none
0.860949	0.871342474444303	f573936	0.999994	simulated_no_delay	2031-01-01	2032-01-01	12.0	none
0.001925	0.002036542938004852	0007448	2.2e-05	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.006572	0.005778333296944216	0236ad1	0.00035499999999999996	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.000994	0.0016155704808727	036305a	1e-05	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.003264	0.0029124071943487	03a2be8	0.002046	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.014321	0.0121316407801293	0675597	0.015053	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.439115	0.5170312664601902	09085c6	0.58869	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.001434	0.0021105397446998476	0d2b01d	0.006213	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.352479	0.3267997850420288	1073eea	0.363546	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.002662	0.00046562748566279354	15f70f8	0.000127	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.00819	0.012943199450888	161c88e	0.0015300000000000001	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.003264	0.0044527503405166	20fb182	0.0029259999999999998	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.00819	0.0013493204136433	2229c6c	0.0015300000000000001	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.013866999999999999	0.0210098696500754	224d965	0.031339	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.26429199999999997	0.2592185481639946	22d5623	0.351608	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.015071	0.006009794081116824	266163b	0.000861	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.043559	0.028135383269899818	286184d	0.010442	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.015913999999999998	0.016351463747406553	2a62051	0.006544	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.018101	0.0294773585487203	2aabbf8	0.002735	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.001562	0.0036343597919475997	394ce7b	3.2e-05	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.004623	0.004873525771248982	42b121a	0.001737	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.024850999999999998	0.0550236960895888	4cf1a10	0.052885	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.013378999999999999	0.0045465351663948	50f7db5	0.0023230000000000004	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.000158	0.0006145117918565	5411d6b	0.003887	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.041528999999999996	0.05298796389503896	54eb653	0.034877	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.004464	0.003242425715980605	5722229	6.9e-05	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.007691999999999999	0.0207564789608306	5871c98	0.199636	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.021045	0.0177582570784281	5a95c97	0.000976	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.008444	0.008237549514345216	603a0ce	0.00026199999999999997	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.004934	0.0037082362337569003	6530869	0.00030000000000000003	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.01609	0.009668776735474501	6a37cbd	0.018279	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.01679	0.0369932163095024	739910f	0.05224	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.07146999999999999	0.07416158476132993	7bfd930	0.031544	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.00357	0.0014914966834960691	7e48343	0.000243	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.0009780000000000001	0.0009565962461795391	831b5c3	1.5e-05	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.001264	0.0007853006280572396	8503812	1.5e-05	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.008419	0.009280442909786052	8642f80	0.0016690000000000001	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.01175	0.0098693934889104	8820bec	0.001933	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.01435	0.005324676920185436	8ac3675	0.013465	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.007011	0.0024015896433893604	8feb268	0.000642	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.05042	0.042138556010936926	9063a9f	0.006848	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.001206	0.0007623147222675267	91f21a6	1.5e-05	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.005333999999999999	0.0044961418959392	9c7743d	0.0010340000000000002	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.006777	0.009530478067237991	9cbdf67	0.013183	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.002458	0.0044863448799333	9d3611b	6.4e-05	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.029107	0.024548711836338	a1ceee5	0.008227	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.027847999999999998	0.0397327234362847	ae3b33d	0.017737	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.471118	0.5485955357228878	aef1ba6	0.600851	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.041102	0.02490965550817615	b667408	0.010388	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.009626	0.00442269141857785	b8de2ed	0.0014810000000000001	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.074013	0.05797563084008839	bbd3f9c	0.01483	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.9767779999999999	0.9806859761780198	bd82eb3	0.992547	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.023162000000000002	0.033145157030913704	c1eff13	0.008282	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.9309769999999999	0.9508086960338832	c6dae44	0.982075	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.024467999999999997	0.024909146264302445	d22e75d	0.02212	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.00356	0.0071920259544482	d39945d	0.003318	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.016677	0.008835732448135387	d5f965e	0.001124	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.00409	0.0027355825162460046	d7e41e0	6.9e-05	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.017426	0.015251515676149335	d96580e	0.0025320000000000004	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.012806	0.0038935753492394093	daa21b9	0.0008309999999999999	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.004165	0.006776842251429809	e35a5c1	0.006277	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.040829	0.02441417830231045	e560d1d	0.010388	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.162599	0.23469503330476743	edbe1b1	0.391404	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.041432	0.02801254234233974	ef09684	0.034906	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.064634	0.052369858012717714	efc20e2	0.009976	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.011186999999999999	0.0121993367021475	f17e475	0.026861	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.004916	0.0025009612572625232	f3c8880	0.000219	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.011577999999999998	0.005910622740210601	f474a61	0.0018960000000000001	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.019628	0.0086143943381044	f53644d	0.004778	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.99762	0.996298550877585	f573936	0.999948	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.0076159999999999995	0.006715399902083714	ffb22e9	0.0033759999999999997	simulated_no_delay	2031-04-01	2031-07-01	3.0	none
0.003264	0.0011448208813365	03a2be8	8.4e-05	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.014321	0.0079632767661509	0675597	0.0008810000000000001	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.439115	0.5706284929045901	09085c6	0.805805	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.001434	0.0018250603678676698	0d2b01d	0.0039049999999999996	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.352479	0.3249969800255173	1073eea	0.187651	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.00819	0.0090766735880934	161c88e	2.9e-05	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.003264	0.002676024239434	20fb182	0.000217	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.00819	0.00011258376413987501	2229c6c	2.9e-05	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.013866999999999999	0.03415141744125232	224d965	0.007682	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.26429199999999997	0.26268009447976076	22d5623	0.187367	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.043559	0.017718898791179626	286184d	0.00035099999999999997	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.015913999999999998	0.010085787176205062	2a62051	0.000588	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.018101	0.0223484838795811	2aabbf8	5.1e-05	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.004623	0.005209263763525373	42b121a	5.9e-05	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.024850999999999998	0.0757263586542453	4cf1a10	0.034657	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.013378999999999999	0.0007136484609194	50f7db5	5.8e-05	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.000158	0.0010528993485169	5411d6b	0.000789	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.041528999999999996	0.041989130589010604	54eb653	0.003371	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.007691999999999999	0.0392275579823302	5871c98	0.151686	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.01609	0.00656730637325825	6a37cbd	0.002744	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.01679	0.05447066583347363	739910f	0.021093	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.07146999999999999	0.05757355960484732	7bfd930	0.002516	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.008419	0.009243630785873687	8642f80	4.2e-05	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.01175	0.0068731716701764005	8820bec	2.9e-05	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.01435	0.006550197093667638	8ac3675	0.0014819999999999998	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.05042	0.02689538897219327	9063a9f	0.000115	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.005333999999999999	0.0037976983594968	9c7743d	2.9e-05	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.006777	0.010448974661511104	9cbdf67	0.012622999999999999	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.029107	0.013934064934979892	a1ceee5	0.000552	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.027847999999999998	0.04397928040834316	ae3b33d	0.0052320000000000005	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.471118	0.5930683516327113	aef1ba6	0.807146	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.041102	0.015669089052698242	b667408	0.00035099999999999997	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.009626	0.002201460092324277	b8de2ed	2.9e-05	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.074013	0.03731525013349237	bbd3f9c	0.000875	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.9767779999999999	0.9828393355624435	bd82eb3	0.996077	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.023162000000000002	0.028960005615083616	c1eff13	0.00038	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
0.9309769999999999	0.9642172406492567	c6dae44	0.995726	simulated_no_delay	2031-04-01	2031-10-01	6.0	none
